id,plcid,title,addr,modbusAddr,type,dictid,value_format,multiplicator,shift,save_to_log,measureUnits,has_normal,normal_regid,normal_regid2,normal_dynamic_value,normal_binary_value,normal_binary_text,normal_color,normal_min_regid,normal_min_delta,normal_max_regid,normal_max_delta,normal_min_val,normal_max_val,has_disabled,disabled_regid,disabled_regid2,disabled_dynamic_value,disabled_binary_value,disabled_binary_text,disabled_color,disabled_min_regid,disabled_min_delta,disabled_max_regid,disabled_max_delta,disabled_min_val,disabled_max_val,has_warning,warning_regid,warning_regid2,warning_dynamic_value,warning_binary_value,warning_binary_text,warning_color,warning_min_regid,warning_min_delta,warning_max_regid,warning_max_delta,warning_min_val,warning_max_val,has_alert,alert_regid,alert_regid2,alert_dynamic_value,alert_binary_value,alert_binary_text,alert_color,alert_min_regid,alert_min_delta,alert_max_regid,alert_max_delta,alert_min_val,alert_max_val,timeformat,log_tolerance,precision_digits,min_log_interval,max_log_interval,max_graph_interval,max_allowed_value,min_allowed_value,rw_mode,min_reasonable_value,max_reasonable_value,save_graph_data,graph_interval,graph_color,disabled,nocloud,delta,delay,bitmask,words_order,time_duration,priority,cloud_log,cloud_rt,description,variable,category,alerts_enbl,alerts,cloud_sync
"37","4","SQ1_s","I16","","0","0","0","","","0","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","0","0","","0","","0","0","","0","0","0","0","0","76: Трасовый толкатель перед резчиком","var_SQ1_s","","0","{}","0"
"38","4","SQ2_s","I17","","0","0","0","","","0","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","0","0","","0","","0","0","","0","0","0","0","0","","var_SQ2_s","","0","{}","0"
"39","4","Ключ1_s","I18","","0","0","0","","","0","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","0","0","","0","","0","0","","0","0","0","0","0","","var_Kluch1_s","","0","{}","0"
"40","4","Впер1_s","I19","","0","0","0","","","0","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","0","0","","0","","0","0","","0","0","0","0","0","","var_Vper1_s","","0","{}","0"
"41","4","Наз1_s","I20","","0","0","0","","","0","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","0","0","","0","","0","0","","0","0","0","0","0","","var_Naz1_s","","0","{}","0"
"46","4","","I25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0"
"48","4","","I27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0"
"49","4","","I28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0"
"50","4","","I29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0"
"51","4","","I30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0"
"52","4","","I31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0"
